Scheme_Code,Scheme_Name,AMC,Scheme_Type,Scheme_Category,Scheme_NAV_Name,Scheme_Min_Amt,NAV
153133,Tata BSE Select Business Groups Index Fund,Tata Asset Management Limited,Open Ended,Other Scheme - Index Funds,Tata BSE Select Business Groups Index Fund - Regular IDCW Payout,Rs. 5000/-,9.9749
153134,Tata BSE Select Business Groups Index Fund,Tata Asset Management Limited,Open Ended,Other Scheme - Index Funds,Tata BSE Select Business Groups Index Fund - Regular Growth,Rs. 5000/-,9.9749
153135,Tata BSE Select Business Groups Index Fund,Tata Asset Management Limited,Open Ended,Other Scheme - Index Funds,Tata BSE Select Business Groups Index Fund - Direct IDCW Reinvestment,Rs. 5000/-,10.1025
153136,Tata BSE Select Business Groups Index Fund,Tata Asset Management Limited,Open Ended,Other Scheme - Index Funds,Tata BSE Select Business Groups Index Fund - Regular IDCW Reinvestment,Rs. 5000/-,9.9749
153137,Motilal Oswal Nifty Capital Market Index Fund,Motilal Oswal Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,Motilal Oswal Nifty Capital Market Index Fund - Regular Plan - Growth,Rs. 500/- and in multiples of Re.1/- thereafter,12.3815
153138,Motilal Oswal Nifty Capital Market Index Fund,Motilal Oswal Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,Motilal Oswal Nifty Capital Market Index Fund - Direct Plan - Growth,Rs. 500/- and in multiples of Re.1/- thereafter,12.5106
153139,Bank of India Consumption Fund,Bank of India Investment Managers Private Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Bank of India Consumption Fund - Direct - Growth,5000,11.22
153140,Bank of India Consumption Fund,Bank of India Investment Managers Private Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Bank of India Consumption Fund - Regular - Growth,5000,11.01
153141,Bank of India Consumption Fund,Bank of India Investment Managers Private Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Bank of India Consumption Fund - Regular - IDCW,5000,11.01
153142,Bank of India Consumption Fund,Bank of India Investment Managers Private Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Bank of India Consumption Fund - Direct - IDCW,5000,11.22
153143,Kotak Nifty 100 Equal Weight Index Fund,Kotak Mahindra Asset Management Company Limited.,Open Ended,Other Scheme - Index Funds,Kotak Nifty 100 Equal Weight index Fund - Direct Plan - IDCW Option,Rs. 100/- and any amount thereafter,11.012
153144,Kotak Nifty 100 Equal Weight Index Fund,Kotak Mahindra Asset Management Company Limited.,Open Ended,Other Scheme - Index Funds,Kotak Nifty 100 Equal Weight Index Fund - Regular Plan - IDCW Option,Rs. 100/- and any amount thereafter,10.925
153145,Kotak Nifty 100 Equal Weight Index Fund,Kotak Mahindra Asset Management Company Limited.,Open Ended,Other Scheme - Index Funds,Kotak Nifty 100 Equal Weight Index Fund - Regular Plan - Growth,Rs. 100/- and any amount thereafter,10.925
153146,Kotak Nifty 100 Equal Weight Index Fund,Kotak Mahindra Asset Management Company Limited.,Open Ended,Other Scheme - Index Funds,Kotak Nifty 100 Equal Weight Index Fund - Direct Plan - Growth,Rs. 100/- and any amount thereafter,11.012
153147,Kotak Nifty 50 Equal Weight Index Fund,Kotak Mahindra Asset Management Company Limited.,Open Ended,Other Scheme - Index Funds,Kotak Nifty 50 Equal Weight Index Fund - Direct Plan - IDCW Option,Rs. 100/- and any amount thereafter,11.148
153148,Kotak Nifty 50 Equal Weight Index Fund,Kotak Mahindra Asset Management Company Limited.,Open Ended,Other Scheme - Index Funds,Kotak Nifty 50 Equal Weight Index Fund - Regular Plan - Growth,Rs. 100/- and any amount thereafter,11.057
153149,Kotak Nifty 50 Equal Weight Index Fund,Kotak Mahindra Asset Management Company Limited.,Open Ended,Other Scheme - Index Funds,Kotak Nifty 50 Equal Weight Index Fund - Regular Plan - IDCW Option,Rs. 100/- and any amount thereafter,11.057
153150,Kotak Nifty 50 Equal Weight Index Fund,Kotak Mahindra Asset Management Company Limited.,Open Ended,Other Scheme - Index Funds,Kotak Nifty 50 Equal Weight Index Fund - Direct Plan - Growth,Rs. 100/- and any amount thereafter,11.146
153151,SBI Quant Fund,SBI Funds Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,SBI Quant Fund- Direct Plan- Income Distribution cum Capital Withdrawal Option (IDCW),Rs. 5000,9.8287
153152,SBI Quant Fund,SBI Funds Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,SBI Quant Fund- Regular Plan- Income Distribution Cum Capital Withdrawal Option (IDCW),Rs. 5000,9.6543
153153,SBI Quant Fund,SBI Funds Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,SBI Quant Fund- Regular Plan- Growth,Rs. 5000,9.6543
153154,SBI Quant Fund,SBI Funds Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,SBI Quant Fund- Direct Plan- Growth,Rs. 5000,9.8289
153155,Bajaj Finserv Healthcare Fund,Bajaj Finserv Asset Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,BAJAJ FINSERV HEALTHCARE FUND - REGULAR - GROWTH,500,11.108
153156,Bajaj Finserv Healthcare Fund,Bajaj Finserv Asset Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,BAJAJ FINSERV HEALTHCARE FUND - DIRECT - IDCW,500,11.406
153157,Bajaj Finserv Healthcare Fund,Bajaj Finserv Asset Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,BAJAJ FINSERV HEALTHCARE FUND - DIRECT - GROWTH,500,11.406
153158,Bajaj Finserv Healthcare Fund,Bajaj Finserv Asset Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,BAJAJ FINSERV HEALTHCARE FUND - REGULAR - IDCW,500,11.108
153159,ICICI Prudential Nifty 500 Index Fund,ICICI Prudential Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,ICICI Prudential Nifty 500 Index Fund - Direct Plan - IDCW,Rs.100/- (plus in multiple of Re. 1/-),10.3766
153160,ICICI Prudential Nifty 500 Index Fund,ICICI Prudential Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,ICICI Prudential Nifty 500 Index Fund - IDCW,Rs.100/- (plus in multiple of Re. 1/-),10.2829
153161,ICICI Prudential Nifty 500 Index Fund,ICICI Prudential Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,ICICI Prudential Nifty 500 Index Fund - Direct Plan - Growth,Rs.100/- (plus in multiple of Re. 1/-),10.3768
153162,ICICI Prudential Nifty 500 Index Fund,ICICI Prudential Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,ICICI Prudential Nifty 500 Index Fund - Growth,Rs.100/- (plus in multiple of Re. 1/-),10.2828
153163,Tata Fixed Maturity Plan Series 61 Scheme D (91 Days),Tata Asset Management Limited,Close Ended,Income,Tata Fixed Maturity Plan Series 61 Scheme D Direct Plan Growth,Rs. 5000 /- and in multiples of Re. 1/- thereafte,10.1778
153164,Tata Fixed Maturity Plan Series 61 Scheme D (91 Days),Tata Asset Management Limited,Close Ended,Income,Tata Fixed Maturity Plan Series 61 Scheme D Direct Plan IDCW Payout,Rs. 5000 /- and in multiples of Re. 1/- thereafte,10.1778
153165,Tata Fixed Maturity Plan Series 61 Scheme D (91 Days),Tata Asset Management Limited,Close Ended,Income,Tata Fixed Maturity Plan Series 61 Scheme D Regular Plan IDCW Payout,Rs. 5000 /- and in multiples of Re. 1/- thereafte,10.1753
153166,Tata Fixed Maturity Plan Series 61 Scheme D (91 Days),Tata Asset Management Limited,Close Ended,Income,Tata Fixed Maturity Plan Series 61 Scheme D Regular Plan Growth,Rs. 5000 /- and in multiples of Re. 1/- thereafte,10.1753
153168,Baroda BNP Paribas Children's Fund,Baroda BNP Paribas Asset Management India Private Limited,Open Ended,Solution Oriented Scheme - Children s Fund,Baroda BNP Paribas Children's Fund - Direct Plan - IDCW Option,1000 and in multiples of Re.1/- theerafter,
153169,Baroda BNP Paribas Children's Fund,Baroda BNP Paribas Asset Management India Private Limited,Open Ended,Solution Oriented Scheme - Children s Fund,Baroda BNP Paribas Children's Fund - Regular Plan - IDCW Option,1000 and in multiples of Re.1/- theerafter,10.9879
153170,Baroda BNP Paribas Children's Fund,Baroda BNP Paribas Asset Management India Private Limited,Open Ended,Solution Oriented Scheme - Children s Fund,Baroda BNP Paribas Children's Fund - Regular Plan - Growth Option,1000 and in multiples of Re.1/- theerafter,10.9879
153171,Baroda BNP Paribas Children's Fund,Baroda BNP Paribas Asset Management India Private Limited,Open Ended,Solution Oriented Scheme - Children s Fund,Baroda BNP Paribas Children's Fund - Direct Plan - Growth Option,1000 and in multiples of Re.1/- theerafter,11.3115
153172,Axis CRISIL-IBX AAA Bond NBFC-HFC - Jun 2027 Index Fund,Axis Asset Management Co. Ltd.,Open Ended,Other Scheme - Index Funds,Axis CRISIL-IBX AAA Bond NBFC-HFC - Jun 2027 Index Fund - Direct Plan - Growth option,Rs. 5000 and in multiples of Re. 1/- thereafter,11.2236
153173,Axis CRISIL-IBX AAA Bond NBFC-HFC - Jun 2027 Index Fund,Axis Asset Management Co. Ltd.,Open Ended,Other Scheme - Index Funds,Axis CRISIL-IBX AAA Bond NBFC-HFC - Jun 2027 Index Fund - Direct Plan - IDCW option,Rs. 5000 and in multiples of Re. 1/- thereafter,11.2341
153174,Axis CRISIL-IBX AAA Bond NBFC-HFC - Jun 2027 Index Fund,Axis Asset Management Co. Ltd.,Open Ended,Other Scheme - Index Funds,Axis CRISIL-IBX AAA Bond NBFC-HFC - Jun 2027 Index Fund - Regular Plan - Growth option,Rs. 5000 and in multiples of Re. 1/- thereafter,11.2001
153175,Axis CRISIL-IBX AAA Bond NBFC-HFC - Jun 2027 Index Fund,Axis Asset Management Co. Ltd.,Open Ended,Other Scheme - Index Funds,Axis CRISIL-IBX AAA Bond NBFC-HFC - Jun 2027 Index Fund - Regular Plan - IDCW option,Rs. 5000 and in multiples of Re. 1/- thereafter,11.2001
153176,Aditya Birla Sun Life Crisil-IBX Financial Services 3 to 6 months Debt Index Fund,Aditya Birla Sun Life AMC Limited,Open Ended,Other Scheme - Index Funds,Aditya Birla Sun Life Crisil-IBX Financial Services 3 to 6 months Debt Index Fund-Direct IDCW Payout,1000,11.1886
153177,Aditya Birla Sun Life Crisil-IBX Financial Services 3 to 6 months Debt Index Fund,Aditya Birla Sun Life AMC Limited,Open Ended,Other Scheme - Index Funds,Aditya Birla Sun Life Crisil-IBX Financial Services 3 to 6 Months Debt Index Fund-Regular Growth,1000,11.1497
153178,Aditya Birla Sun Life Crisil-IBX Financial Services 3 to 6 months Debt Index Fund,Aditya Birla Sun Life AMC Limited,Open Ended,Other Scheme - Index Funds,Aditya Birla Sun Life Crisil-IBX Financial Services 3 to 6 Months  Debt Index Fund-Regular IDCW Payout,1000,11.1497
153179,Aditya Birla Sun Life Crisil-IBX Financial Services 3 to 6 months Debt Index Fund,Aditya Birla Sun Life AMC Limited,Open Ended,Other Scheme - Index Funds,Aditya Birla Sun Life Crisil-IBX financial Services 3 to 6 months Debt Index Fund-Direct Growth,1000,11.1885
153180,Edelweiss BSE Capital Markets & Insurance ETF,Edelweiss Asset Management Limited,Open Ended,Other Scheme - Other  ETFs,Edelweiss BSE Capital Markets & Insurance  ETF - Growth,5000/-,23.5913
153181,ICICI Prudential Rural Opportunities Fund,ICICI Prudential Asset Management Company Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,ICICI Prudential Rural Opportunities Fund - Growth,5000,10.98
153182,ICICI Prudential Rural Opportunities Fund,ICICI Prudential Asset Management Company Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,ICICI Prudential Rural Opportunities Fund - Direct Plan - IDCW,5000,11.17
153183,ICICI Prudential Rural Opportunities Fund,ICICI Prudential Asset Management Company Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,ICICI Prudential Rural Opportunities Fund - IDCW,5000,10.98
153184,ICICI Prudential Rural Opportunities Fund,ICICI Prudential Asset Management Company Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,ICICI Prudential Rural Opportunities Fund - Direct Plan - Growth,5000,11.18
153185,Motilal Oswal Arbitrage Fund,Motilal Oswal Asset Management Company Limited,Open Ended,Hybrid Scheme - Arbitrage Fund,Motilal Oswal Arbitrage Fund-Direct Plan-IDCW,Rs. 500/- and in multiples of Re. 1/- thereafter.,11.0146
153186,Motilal Oswal Arbitrage Fund,Motilal Oswal Asset Management Company Limited,Open Ended,Hybrid Scheme - Arbitrage Fund,Motilal Oswal Arbitrage Fund-Regular Plan-IDCW,Rs. 500/- and in multiples of Re. 1/- thereafter.,10.8521
153187,Motilal Oswal Arbitrage Fund,Motilal Oswal Asset Management Company Limited,Open Ended,Hybrid Scheme - Arbitrage Fund,Motilal Oswal Arbitrage Fund-Direct Plan-Growth,Rs. 500/- and in multiples of Re. 1/- thereafter.,11.1781
153188,Motilal Oswal Arbitrage Fund,Motilal Oswal Asset Management Company Limited,Open Ended,Hybrid Scheme - Arbitrage Fund,Motilal Oswal Arbitrage Fund-Regular Plan-Growth,Rs. 500/- and in multiples of Re. 1/- thereafter.,11.015
153189,WhiteOak Capital Quality Equity Fund,WhiteOak Capital Asset Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,WhiteOak Capital Quality Equity Fund Direct Plan Growth,Minimum of Rs. 500/- and in multiples of Re. 1/-,10.534
153190,WhiteOak Capital Quality Equity Fund,WhiteOak Capital Asset Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,WhiteOak Capital Quality Equity Fund Regular Plan Growth,Minimum of Rs. 500/- and in multiples of Re. 1/-,10.271
153191,Mirae Asset Nifty India New Age Consumption ETF,Mirae Asset Investment Managers (India) Pvt. Ltd,Open Ended,Other Scheme - Other  ETFs,Mirae Asset Nifty India New Age Consumption ETF,Rs. 5000 and in multiples of Re. 1/- thereafter.,11.6784
153192,Mirae Asset Nifty India New Age Consumption ETF Fund of Fund,Mirae Asset Investment Managers (India) Pvt. Ltd,Open Ended,Other Scheme - FoF Domestic,Mirae Asset Nifty India New Age Consumption ETF Fund of Fund - Direct Plan - Growth,Rs.5000/- and in multiples of Re. 1/- thereafter,9.614
153193,Mirae Asset Nifty India New Age Consumption ETF Fund of Fund,Mirae Asset Investment Managers (India) Pvt. Ltd,Open Ended,Other Scheme - FoF Domestic,Mirae Asset Nifty India New Age Consumption ETF Fund of Fund - Direct Plan - IDCW,Rs.5000/- and in multiples of Re. 1/- thereafter,9.613
153194,Mirae Asset Nifty India New Age Consumption ETF Fund of Fund,Mirae Asset Investment Managers (India) Pvt. Ltd,Open Ended,Other Scheme - FoF Domestic,Mirae Asset Nifty India New Age Consumption ETF Fund of Fund - Regular Plan - Growth,Rs.5000/- and in multiples of Re. 1/- thereafter,9.556
153195,Mirae Asset Nifty India New Age Consumption ETF Fund of Fund,Mirae Asset Investment Managers (India) Pvt. Ltd,Open Ended,Other Scheme - FoF Domestic,Mirae Asset Nifty India New Age Consumption ETF Fund of Fund - Regular Plan - IDCW,Rs.5000/- and in multiples of Re. 1/- thereafter,9.557
153196,Mirae Asset Small Cap Fund,Mirae Asset Investment Managers (India) Pvt. Ltd,Open Ended,Equity Scheme - Small Cap Fund,Mirae Asset Small Cap Fund - Direct Plan - Growth,Rs.5000/- and in multiples of Re. 1/- thereafter,12.312
153197,Mirae Asset Small Cap Fund,Mirae Asset Investment Managers (India) Pvt. Ltd,Open Ended,Equity Scheme - Small Cap Fund,Mirae Asset Small Cap Fund - Direct Plan - IDCW,Rs.5000/- and in multiples of Re. 1/- thereafter,12.311
153198,Mirae Asset Small Cap Fund,Mirae Asset Investment Managers (India) Pvt. Ltd,Open Ended,Equity Scheme - Small Cap Fund,Mirae Asset Small Cap Fund - Regular Plan - Growth,Rs.5000/- and in multiples of Re. 1/- thereafter,12.028
153199,Mirae Asset Small Cap Fund,Mirae Asset Investment Managers (India) Pvt. Ltd,Open Ended,Equity Scheme - Small Cap Fund,Mirae Asset Small Cap Fund - Regular Plan - IDCW,Rs.5000/- and in multiples of Re. 1/- thereafter,12.03
153200,Bajaj Finserv ELSS Tax Saver Fund,Bajaj Finserv Asset Management Limited,Open Ended,Equity Scheme - ELSS,BAJAJ FINSERV ELSS TAX SAVER FUND - REGULAR - IDCW,500,11.269
153201,Bajaj Finserv ELSS Tax Saver Fund,Bajaj Finserv Asset Management Limited,Open Ended,Equity Scheme - ELSS,BAJAJ FINSERV ELSS TAX SAVER FUND - DIRECT - GROWTH,500,11.565
153202,Bajaj Finserv ELSS Tax Saver Fund,Bajaj Finserv Asset Management Limited,Open Ended,Equity Scheme - ELSS,BAJAJ FINSERV ELSS TAX SAVER FUND - REGULAR - GROWTH,500,11.269
153203,Bajaj Finserv ELSS Tax Saver Fund,Bajaj Finserv Asset Management Limited,Open Ended,Equity Scheme - ELSS,BAJAJ FINSERV ELSS TAX SAVER FUND - DIRECT - IDCW,500,11.565
153204,UTI Quant Fund,UTI Asset Mgmt. Co. Ltd.,Open Ended,Equity Scheme - Sectoral/ Thematic,UTI Quant Fund - Direct Plan - Growth Option,Rs 1000 and in multiple of Rs 1/- thereafter,10.5221
153205,UTI Quant Fund,UTI Asset Mgmt. Co. Ltd.,Open Ended,Equity Scheme - Sectoral/ Thematic,UTI Quant Fund - Regular Plan - Growth Option,Rs 1000 and in multiple of Rs 1/- thereafter,10.2629
153206,Bajaj Finserv Gilt Fund,Bajaj Finserv Asset Management Limited,Open Ended,Debt Scheme - Gilt Fund,Bajaj Finserv Gilt Fund - Direct - Growth,Rs. 5000/- and in multiples of Re. 1/- thereafter,1072.6575
153207,Bajaj Finserv Gilt Fund,Bajaj Finserv Asset Management Limited,Open Ended,Debt Scheme - Gilt Fund,Bajaj Finserv Gilt Fund - Direct - IDCW,Rs. 5000/- and in multiples of Re. 1/- thereafter,1072.6575
153209,Bajaj Finserv Gilt Fund,Bajaj Finserv Asset Management Limited,Open Ended,Debt Scheme - Gilt Fund,Bajaj Finserv Gilt Fund - Regular - IDCW,Rs. 5000/- and in multiples of Re. 1/- thereafter,1059.4448
153211,Bajaj Finserv Gilt Fund,Bajaj Finserv Asset Management Limited,Open Ended,Debt Scheme - Gilt Fund,Bajaj Finserv Gilt Fund - Regular - Growth,Rs. 5000/- and in multiples of Re. 1/- thereafter,1059.4448
153212,Bandhan Nifty Alpha Low Volatility 30 Index Fund,Bandhan AMC Limited,Open Ended,Other Scheme - Index Funds,Bandhan Nifty Alpha Low Volatility 30 Index Fund - Regular Plan - Growth,Rs. 1000/- and in multiples of Re. 1/- thereafter,10.2218
153213,Bandhan Nifty Alpha Low Volatility 30 Index Fund,Bandhan AMC Limited,Open Ended,Other Scheme - Index Funds,Bandhan Nifty Alpha Low Volatility 30 Index Fund - Direct Plan - Growth,Rs. 1000/- and in multiples of Re. 1/- thereafter,10.3374
